Latitude   Longitude
 -79.043    73.125
 -80.947    73.125
 -82.851    73.125
 -84.753    73.125
 -86.653    73.125
 -88.542    73.125
  88.542    75.000
  86.653    75.000
  84.753    75.000
  82.851    75.000
  80.947    75.000
  79.043    75.000
  77.139    75.000
  75.235    75.000
  73.331    75.000
  71.426    75.000
  69.522    75.000
  67.617    75.000
  65.713    75.000
  63.808    75.000
  61.903    75.000
  59.999    75.000
  58.094    75.000
  56.189    75.000
  54.285    75.000
  52.380    75.000
  50.475    75.000
  48.571    75.000
  46.666    75.000
  44.761    75.000
  42.856    75.000
  40.952    75.000
  39.047    75.000
  37.142    75.000
  35.237    75.000
  33.333    75.000
  31.428    75.000
  29.523    75.000
  27.619    75.000
  25.714    75.000
  23.809    75.000
  21.904    75.000
  20.000    75.000
  18.095    75.000
  16.190    75.000
  14.286    75.000
  12.381    75.000
  10.476    75.000
   8.571    75.000
   6.667    75.000
   4.762    75.000
   2.857    75.000
   0.952    75.000
  -0.952    75.000
  -2.857    75.000
  -4.762    75.000
  -6.667    75.000
  -8.571    75.000
 -10.476    75.000
 -12.381    75.000
 -14.286    75.000
 -16.190    75.000
 -18.095    75.000
 -20.000    75.000
 -21.904    75.000
 -23.809    75.000
 -25.714    75.000
 -27.619    75.000
 -29.523    75.000
 -31.428    75.000
 -33.333    75.000
 -35.237    75.000
 -37.142    75.000
 -39.047    75.000
 -40.952    75.000
 -42.856    75.000
 -44.761    75.000
 -46.666    75.000
 -48.571    75.000
 -50.475    75.000
 -52.380    75.000
 -54.285    75.000
 -56.189    75.000
 -58.094    75.000
 -59.999    75.000
 -61.903    75.000
 -63.808    75.000
 -65.713    75.000
 -67.617    75.000
 -69.522    75.000
 -71.426    75.000
 -73.331    75.000
 -75.235    75.000
 -77.139    75.000
 -79.043    75.000
 -80.947    75.000
 -82.851    75.000
 -84.753    75.000
 -86.653    75.000
 -88.542    75.000
  88.542    76.875
  86.653    76.875
  84.753    76.875
  82.851    76.875
  80.947    76.875
  79.043    76.875
  77.139    76.875
  75.235    76.875
  73.331    76.875
  71.426    76.875
  69.522    76.875
  67.617    76.875
  65.713    76.875
  63.808    76.875
  61.903    76.875
  59.999    76.875
  58.094    76.875
  56.189    76.875
  54.285    76.875
  52.380    76.875
  50.475    76.875
  48.571    76.875
  46.666    76.875
  44.761    76.875
  42.856    76.875
  40.952    76.875
  39.047    76.875
  37.142    76.875
  35.237    76.875
  33.333    76.875
  31.428    76.875
  29.523    76.875
  27.619    76.875
  25.714    76.875
  23.809    76.875
  21.904    76.875
  20.000    76.875
  18.095    76.875
  16.190    76.875
  14.286    76.875
  12.381    76.875
  10.476    76.875
   8.571    76.875
   6.667    76.875
   4.762    76.875
   2.857    76.875
   0.952    76.875
  -0.952    76.875
  -2.857    76.875
  -4.762    76.875
  -6.667    76.875
  -8.571    76.875
 -10.476    76.875
 -12.381    76.875
 -14.286    76.875
 -16.190    76.875
 -18.095    76.875
 -20.000    76.875
 -21.904    76.875
 -23.809    76.875
 -25.714    76.875
 -27.619    76.875
 -29.523    76.875
 -31.428    76.875
 -33.333    76.875
 -35.237    76.875
 -37.142    76.875
 -39.047    76.875
 -40.952    76.875
 -42.856    76.875
 -44.761    76.875
 -46.666    76.875
 -48.571    76.875
 -50.475    76.875
 -52.380    76.875
 -54.285    76.875
 -56.189    76.875
 -58.094    76.875
 -59.999    76.875
 -61.903    76.875
 -63.808    76.875
 -65.713    76.875
 -67.617    76.875
 -69.522    76.875
 -71.426    76.875
 -73.331    76.875
 -75.235    76.875
 -77.139    76.875
 -79.043    76.875
 -80.947    76.875
 -82.851    76.875
 -84.753    76.875
 -86.653    76.875
 -88.542    76.875
  88.542    78.750
  86.653    78.750
  84.753    78.750
  82.851    78.750
  80.947    78.750
  79.043    78.750
  77.139    78.750
  75.235    78.750
  73.331    78.750
  71.426    78.750
  69.522    78.750
  67.617    78.750
  65.713    78.750
  63.808    78.750
  61.903    78.750
  59.999    78.750
  58.094    78.750
  56.189    78.750
  54.285    78.750
  52.380    78.750
  50.475    78.750
  48.571    78.750
  46.666    78.750
  44.761    78.750
  42.856    78.750
  40.952    78.750
  39.047    78.750
  37.142    78.750
  35.237    78.750
  33.333    78.750
  31.428    78.750
  29.523    78.750
  27.619    78.750
  25.714    78.750
  23.809    78.750
  21.904    78.750
  20.000    78.750
  18.095    78.750
  16.190    78.750
  14.286    78.750
  12.381    78.750
  10.476    78.750
   8.571    78.750
   6.667    78.750
   4.762    78.750
   2.857    78.750
   0.952    78.750
  -0.952    78.750
  -2.857    78.750
  -4.762    78.750
  -6.667    78.750
  -8.571    78.750
 -10.476    78.750
 -12.381    78.750
 -14.286    78.750
 -16.190    78.750
 -18.095    78.750
 -20.000    78.750
 -21.904    78.750
 -23.809    78.750
 -25.714    78.750
 -27.619    78.750
 -29.523    78.750
 -31.428    78.750
 -33.333    78.750
 -35.237    78.750
 -37.142    78.750
 -39.047    78.750
 -40.952    78.750
 -42.856    78.750
 -44.761    78.750
 -46.666    78.750
 -48.571    78.750
 -50.475    78.750
 -52.380    78.750
 -54.285    78.750
 -56.189    78.750
 -58.094    78.750
 -59.999    78.750
 -61.903    78.750
 -63.808    78.750
 -65.713    78.750
 -67.617    78.750
 -69.522    78.750
 -71.426    78.750
 -73.331    78.750
 -75.235    78.750
 -77.139    78.750
 -79.043    78.750
 -80.947    78.750
 -82.851    78.750
 -84.753    78.750
 -86.653    78.750
 -88.542    78.750
  88.542    80.625
  86.653    80.625
  84.753    80.625
  82.851    80.625
  80.947    80.625
  79.043    80.625
  77.139    80.625
  75.235    80.625
  73.331    80.625
  71.426    80.625
  69.522    80.625
  67.617    80.625
  65.713    80.625
  63.808    80.625
  61.903    80.625
  59.999    80.625
  58.094    80.625
  56.189    80.625
  54.285    80.625
  52.380    80.625
  50.475    80.625
  48.571    80.625
  46.666    80.625
  44.761    80.625
  42.856    80.625
  40.952    80.625
  39.047    80.625
  37.142    80.625
  35.237    80.625
  33.333    80.625
  31.428    80.625
  29.523    80.625
  27.619    80.625
  25.714    80.625
  23.809    80.625
  21.904    80.625
  20.000    80.625
  18.095    80.625
  16.190    80.625
  14.286    80.625
  12.381    80.625
  10.476    80.625
   8.571    80.625
   6.667    80.625
   4.762    80.625
   2.857    80.625
   0.952    80.625
  -0.952    80.625
  -2.857    80.625
  -4.762    80.625
  -6.667    80.625
  -8.571    80.625
 -10.476    80.625
 -12.381    80.625
 -14.286    80.625
 -16.190    80.625
 -18.095    80.625
 -20.000    80.625
 -21.904    80.625
 -23.809    80.625
 -25.714    80.625
 -27.619    80.625
 -29.523    80.625
 -31.428    80.625
 -33.333    80.625
 -35.237    80.625
 -37.142    80.625
 -39.047    80.625
 -40.952    80.625
 -42.856    80.625
 -44.761    80.625
 -46.666    80.625
 -48.571    80.625
 -50.475    80.625
 -52.380    80.625
 -54.285    80.625
 -56.189    80.625
 -58.094    80.625
 -59.999    80.625
 -61.903    80.625
 -63.808    80.625
 -65.713    80.625
 -67.617    80.625
 -69.522    80.625
 -71.426    80.625
 -73.331    80.625
 -75.235    80.625
 -77.139    80.625
 -79.043    80.625
 -80.947    80.625
 -82.851    80.625
 -84.753    80.625
 -86.653    80.625
 -88.542    80.625
  88.542    82.500
  86.653    82.500
  84.753    82.500
  82.851    82.500
  80.947    82.500
  79.043    82.500
  77.139    82.500
  75.235    82.500
  73.331    82.500
  71.426    82.500
  69.522    82.500
  67.617    82.500
  65.713    82.500
  63.808    82.500
  61.903    82.500
  59.999    82.500
  58.094    82.500
  56.189    82.500
  54.285    82.500
  52.380    82.500
  50.475    82.500
  48.571    82.500
  46.666    82.500
  44.761    82.500
  42.856    82.500
  40.952    82.500
  39.047    82.500
  37.142    82.500
  35.237    82.500
  33.333    82.500
  31.428    82.500
  29.523    82.500
  27.619    82.500
  25.714    82.500
  23.809    82.500
  21.904    82.500
  20.000    82.500
  18.095    82.500
  16.190    82.500
  14.286    82.500
  12.381    82.500
  10.476    82.500
   8.571    82.500
   6.667    82.500
   4.762    82.500
   2.857    82.500
   0.952    82.500
  -0.952    82.500
  -2.857    82.500
  -4.762    82.500
  -6.667    82.500
  -8.571    82.500
 -10.476    82.500
 -12.381    82.500
 -14.286    82.500
 -16.190    82.500
 -18.095    82.500
 -20.000    82.500
 -21.904    82.500
 -23.809    82.500
 -25.714    82.500
 -27.619    82.500
 -29.523    82.500
 -31.428    82.500
 -33.333    82.500
 -35.237    82.500
 -37.142    82.500
 -39.047    82.500
 -40.952    82.500
 -42.856    82.500
 -44.761    82.500
 -46.666    82.500
 -48.571    82.500
 -50.475    82.500
 -52.380    82.500
 -54.285    82.500
 -56.189    82.500
 -58.094    82.500
 -59.999    82.500
 -61.903    82.500
 -63.808    82.500
 -65.713    82.500
 -67.617    82.500
 -69.522    82.500
 -71.426    82.500
 -73.331    82.500
 -75.235    82.500
 -77.139    82.500
 -79.043    82.500
 -80.947    82.500
 -82.851    82.500
 -84.753    82.500
 -86.653    82.500
 -88.542    82.500
  88.542    84.375
  86.653    84.375
  84.753    84.375
  82.851    84.375
  80.947    84.375
  79.043    84.375
  77.139    84.375
  75.235    84.375
  73.331    84.375
  71.426    84.375
  69.522    84.375
  67.617    84.375
  65.713    84.375
  63.808    84.375
  61.903    84.375
  59.999    84.375
  58.094    84.375
  56.189    84.375
  54.285    84.375
  52.380    84.375
  50.475    84.375
  48.571    84.375
  46.666    84.375
  44.761    84.375
  42.856    84.375
  40.952    84.375
  39.047    84.375
  37.142    84.375
  35.237    84.375
  33.333    84.375
  31.428    84.375
  29.523    84.375
  27.619    84.375
  25.714    84.375
  23.809    84.375
  21.904    84.375
  20.000    84.375
  18.095    84.375
  16.190    84.375
  14.286    84.375
  12.381    84.375
  10.476    84.375
   8.571    84.375
   6.667    84.375
   4.762    84.375
   2.857    84.375
   0.952    84.375
  -0.952    84.375
  -2.857    84.375
  -4.762    84.375
  -6.667    84.375
  -8.571    84.375
 -10.476    84.375
 -12.381    84.375
 -14.286    84.375
 -16.190    84.375
 -18.095    84.375
 -20.000    84.375
 -21.904    84.375
 -23.809    84.375
 -25.714    84.375
 -27.619    84.375
 -29.523    84.375
 -31.428    84.375
 -33.333    84.375
 -35.237    84.375
 -37.142    84.375
 -39.047    84.375
 -40.952    84.375
 -42.856    84.375
 -44.761    84.375
 -46.666    84.375
 -48.571    84.375
 -50.475    84.375
 -52.380    84.375
 -54.285    84.375
 -56.189    84.375
 -58.094    84.375
 -59.999    84.375
 -61.903    84.375
 -63.808    84.375
 -65.713    84.375
 -67.617    84.375
 -69.522    84.375
 -71.426    84.375
 -73.331    84.375
 -75.235    84.375
 -77.139    84.375
 -79.043    84.375
 -80.947    84.375
 -82.851    84.375
 -84.753    84.375
 -86.653    84.375
 -88.542    84.375
  88.542    86.250
  86.653    86.250
  84.753    86.250
  82.851    86.250
  80.947    86.250
  79.043    86.250
  77.139    86.250
  75.235    86.250
  73.331    86.250
  71.426    86.250
  69.522    86.250
  67.617    86.250
  65.713    86.250
  63.808    86.250
  61.903    86.250
  59.999    86.250
  58.094    86.250
  56.189    86.250
  54.285    86.250
  52.380    86.250
  50.475    86.250
  48.571    86.250
  46.666    86.250
  44.761    86.250
  42.856    86.250
  40.952    86.250
  39.047    86.250
  37.142    86.250
  35.237    86.250
  33.333    86.250
  31.428    86.250
  29.523    86.250
  27.619    86.250
  25.714    86.250
  23.809    86.250
  21.904    86.250
  20.000    86.250
  18.095    86.250
  16.190    86.250
  14.286    86.250
  12.381    86.250
  10.476    86.250
   8.571    86.250
   6.667    86.250
   4.762    86.250
   2.857    86.250
   0.952    86.250
  -0.952    86.250
  -2.857    86.250
  -4.762    86.250
  -6.667    86.250
  -8.571    86.250
 -10.476    86.250
 -12.381    86.250
 -14.286    86.250
 -16.190    86.250
 -18.095    86.250
 -20.000    86.250
 -21.904    86.250
 -23.809    86.250
 -25.714    86.250
 -27.619    86.250
 -29.523    86.250
 -31.428    86.250
 -33.333    86.250
 -35.237    86.250
 -37.142    86.250
 -39.047    86.250
 -40.952    86.250
 -42.856    86.250
 -44.761    86.250
 -46.666    86.250
 -48.571    86.250
 -50.475    86.250
 -52.380    86.250
 -54.285    86.250
 -56.189    86.250
 -58.094    86.250
 -59.999    86.250
 -61.903    86.250
 -63.808    86.250
 -65.713    86.250
 -67.617    86.250
 -69.522    86.250
 -71.426    86.250
 -73.331    86.250
 -75.235    86.250
 -77.139    86.250
 -79.043    86.250
 -80.947    86.250
 -82.851    86.250
 -84.753    86.250
 -86.653    86.250
 -88.542    86.250
  88.542    88.125
  86.653    88.125
  84.753    88.125
  82.851    88.125
  80.947    88.125
  79.043    88.125
  77.139    88.125
  75.235    88.125
  73.331    88.125
  71.426    88.125
  69.522    88.125
  67.617    88.125
  65.713    88.125
  63.808    88.125
  61.903    88.125
  59.999    88.125
  58.094    88.125
  56.189    88.125
  54.285    88.125
  52.380    88.125
  50.475    88.125
  48.571    88.125
  46.666    88.125
  44.761    88.125
  42.856    88.125
  40.952    88.125
  39.047    88.125
  37.142    88.125
  35.237    88.125
  33.333    88.125
  31.428    88.125
  29.523    88.125
  27.619    88.125
  25.714    88.125
  23.809    88.125
  21.904    88.125
  20.000    88.125
  18.095    88.125
  16.190    88.125
  14.286    88.125
  12.381    88.125
  10.476    88.125
   8.571    88.125
   6.667    88.125
   4.762    88.125
   2.857    88.125
   0.952    88.125
  -0.952    88.125
  -2.857    88.125
  -4.762    88.125
  -6.667    88.125
  -8.571    88.125
 -10.476    88.125
 -12.381    88.125
 -14.286    88.125
 -16.190    88.125
 -18.095    88.125
 -20.000    88.125
 -21.904    88.125
 -23.809    88.125
 -25.714    88.125
 -27.619    88.125
 -29.523    88.125
 -31.428    88.125
 -33.333    88.125
 -35.237    88.125
 -37.142    88.125
 -39.047    88.125
 -40.952    88.125
 -42.856    88.125
 -44.761    88.125
 -46.666    88.125
 -48.571    88.125
 -50.475    88.125
 -52.380    88.125
 -54.285    88.125
 -56.189    88.125
 -58.094    88.125
 -59.999    88.125
 -61.903    88.125
 -63.808    88.125
 -65.713    88.125
 -67.617    88.125
 -69.522    88.125
 -71.426    88.125
 -73.331    88.125
 -75.235    88.125
 -77.139    88.125
 -79.043    88.125
 -80.947    88.125
 -82.851    88.125
 -84.753    88.125
 -86.653    88.125
 -88.542    88.125
  88.542    90.000
  86.653    90.000
  84.753    90.000
  82.851    90.000
  80.947    90.000
  79.043    90.000
  77.139    90.000
  75.235    90.000
  73.331    90.000
  71.426    90.000
  69.522    90.000
  67.617    90.000
  65.713    90.000
  63.808    90.000
  61.903    90.000
  59.999    90.000
  58.094    90.000
  56.189    90.000
  54.285    90.000
  52.380    90.000
  50.475    90.000
  48.571    90.000
  46.666    90.000
  44.761    90.000
  42.856    90.000
  40.952    90.000
  39.047    90.000
  37.142    90.000
  35.237    90.000
  33.333    90.000
  31.428    90.000
  29.523    90.000
  27.619    90.000
  25.714    90.000
  23.809    90.000
  21.904    90.000
  20.000    90.000
  18.095    90.000
  16.190    90.000
  14.286    90.000
  12.381    90.000
  10.476    90.000
   8.571    90.000
   6.667    90.000
   4.762    90.000
   2.857    90.000
   0.952    90.000
  -0.952    90.000
  -2.857    90.000
  -4.762    90.000
  -6.667    90.000
  -8.571    90.000
 -10.476    90.000
 -12.381    90.000
 -14.286    90.000
 -16.190    90.000
 -18.095    90.000
 -20.000    90.000
 -21.904    90.000
 -23.809    90.000
 -25.714    90.000
 -27.619    90.000
 -29.523    90.000
 -31.428    90.000
 -33.333    90.000
 -35.237    90.000
 -37.142    90.000
 -39.047    90.000
 -40.952    90.000
 -42.856    90.000
 -44.761    90.000
 -46.666    90.000
 -48.571    90.000
 -50.475    90.000
 -52.380    90.000
 -54.285    90.000
 -56.189    90.000
 -58.094    90.000
 -59.999    90.000
 -61.903    90.000
 -63.808    90.000
 -65.713    90.000
 -67.617    90.000
 -69.522    90.000
 -71.426    90.000
 -73.331    90.000
 -75.235    90.000
 -77.139    90.000
 -79.043    90.000
 -80.947    90.000
 -82.851    90.000
 -84.753    90.000
 -86.653    90.000
 -88.542    90.000
  88.542    91.875
  86.653    91.875
  84.753    91.875
  82.851    91.875
  80.947    91.875
  79.043    91.875
  77.139    91.875
  75.235    91.875
  73.331    91.875
  71.426    91.875
  69.522    91.875
  67.617    91.875
  65.713    91.875
  63.808    91.875
  61.903    91.875
  59.999    91.875
  58.094    91.875
  56.189    91.875
  54.285    91.875
  52.380    91.875
  50.475    91.875
  48.571    91.875
  46.666    91.875
  44.761    91.875
  42.856    91.875
  40.952    91.875
  39.047    91.875
  37.142    91.875
  35.237    91.875
  33.333    91.875
  31.428    91.875
  29.523    91.875
  27.619    91.875
  25.714    91.875
  23.809    91.875
  21.904    91.875
  20.000    91.875
  18.095    91.875
  16.190    91.875
  14.286    91.875
  12.381    91.875
  10.476    91.875
   8.571    91.875
   6.667    91.875
   4.762    91.875
   2.857    91.875
   0.952    91.875
  -0.952    91.875
  -2.857    91.875
  -4.762    91.875
  -6.667    91.875
  -8.571    91.875
 -10.476    91.875
 -12.381    91.875
 -14.286    91.875
 -16.190    91.875
 -18.095    91.875
 -20.000    91.875
 -21.904    91.875
 -23.809    91.875
 -25.714    91.875
 -27.619    91.875
 -29.523    91.875
 -31.428    91.875
 -33.333    91.875
 -35.237    91.875
 -37.142    91.875
 -39.047    91.875
 -40.952    91.875
 -42.856    91.875
 -44.761    91.875
 -46.666    91.875
 -48.571    91.875
 -50.475    91.875
 -52.380    91.875
 -54.285    91.875
 -56.189    91.875
 -58.094    91.875
 -59.999    91.875
 -61.903    91.875
 -63.808    91.875
 -65.713    91.875
 -67.617    91.875
 -69.522    91.875
 -71.426    91.875
 -73.331    91.875
 -75.235    91.875
 -77.139    91.875
 -79.043    91.875
 -80.947    91.875
 -82.851    91.875
 -84.753    91.875
 -86.653    91.875
 -88.542    91.875
  88.542    93.750
  86.653    93.750
  84.753    93.750
  82.851    93.750
  80.947    93.750
  79.043    93.750
  77.139    93.750
  75.235    93.750
  73.331    93.750
  71.426    93.750
  69.522    93.750
  67.617    93.750
  65.713    93.750
  63.808    93.750
  61.903    93.750
  59.999    93.750
  58.094    93.750
  56.189    93.750
  54.285    93.750
  52.380    93.750
  50.475    93.750
  48.571    93.750
  46.666    93.750
  44.761    93.750
  42.856    93.750
  40.952    93.750
  39.047    93.750
  37.142    93.750
  35.237    93.750
  33.333    93.750
  31.428    93.750
  29.523    93.750
  27.619    93.750
  25.714    93.750
  23.809    93.750
  21.904    93.750
  20.000    93.750
  18.095    93.750
  16.190    93.750
  14.286    93.750
  12.381    93.750
  10.476    93.750
   8.571    93.750
   6.667    93.750
   4.762    93.750
   2.857    93.750
   0.952    93.750
  -0.952    93.750
  -2.857    93.750
  -4.762    93.750
  -6.667    93.750
  -8.571    93.750
 -10.476    93.750
 -12.381    93.750
 -14.286    93.750
 -16.190    93.750
 -18.095    93.750
 -20.000    93.750
 -21.904    93.750
 -23.809    93.750
 -25.714    93.750
 -27.619    93.750
 -29.523    93.750
 -31.428    93.750
 -33.333    93.750
 -35.237    93.750
 -37.142    93.750
 -39.047    93.750
 -40.952    93.750
 -42.856    93.750
 -44.761    93.750
 -46.666    93.750
 -48.571    93.750
 -50.475    93.750
 -52.380    93.750
 -54.285    93.750
 -56.189    93.750
 -58.094    93.750
 -59.999    93.750
 -61.903    93.750
 -63.808    93.750
 -65.713    93.750
 -67.617    93.750
 -69.522    93.750
 -71.426    93.750
 -73.331    93.750
 -75.235    93.750
 -77.139    93.750
 -79.043    93.750
 -80.947    93.750
 -82.851    93.750
 -84.753    93.750
 -86.653    93.750
 -88.542    93.750
  88.542    95.625
  86.653    95.625
  84.753    95.625
  82.851    95.625
  80.947    95.625
  79.043    95.625
  77.139    95.625
  75.235    95.625
  73.331    95.625
  71.426    95.625
  69.522    95.625
  67.617    95.625
  65.713    95.625
  63.808    95.625
  61.903    95.625
  59.999    95.625
  58.094    95.625
  56.189    95.625
  54.285    95.625
  52.380    95.625
  50.475    95.625
  48.571    95.625
  46.666    95.625
  44.761    95.625
  42.856    95.625
  40.952    95.625
  39.047    95.625
  37.142    95.625
  35.237    95.625
  33.333    95.625
  31.428    95.625
  29.523    95.625
  27.619    95.625
  25.714    95.625
  23.809    95.625
  21.904    95.625
  20.000    95.625
  18.095    95.625
  16.190    95.625
  14.286    95.625
  12.381    95.625
  10.476    95.625
   8.571    95.625
   6.667    95.625
   4.762    95.625
   2.857    95.625
   0.952    95.625
  -0.952    95.625
  -2.857    95.625
  -4.762    95.625
  -6.667    95.625
  -8.571    95.625
 -10.476    95.625
 -12.381    95.625
 -14.286    95.625
 -16.190    95.625
 -18.095    95.625
 -20.000    95.625
 -21.904    95.625
 -23.809    95.625
 -25.714    95.625
 -27.619    95.625
 -29.523    95.625
 -31.428    95.625
 -33.333    95.625
 -35.237    95.625
 -37.142    95.625
 -39.047    95.625
 -40.952    95.625
 -42.856    95.625
 -44.761    95.625
 -46.666    95.625
 -48.571    95.625
 -50.475    95.625
 -52.380    95.625
 -54.285    95.625
 -56.189    95.625
 -58.094    95.625
 -59.999    95.625
 -61.903    95.625
 -63.808    95.625
 -65.713    95.625
 -67.617    95.625
 -69.522    95.625
 -71.426    95.625
 -73.331    95.625
 -75.235    95.625
 -77.139    95.625
 -79.043    95.625
 -80.947    95.625
 -82.851    95.625
 -84.753    95.625
 -86.653    95.625
 -88.542    95.625
  88.542    97.500
  86.653    97.500
  84.753    97.500
  82.851    97.500
  80.947    97.500
  79.043    97.500
  77.139    97.500
  75.235    97.500
  73.331    97.500
  71.426    97.500
  69.522    97.500
  67.617    97.500
  65.713    97.500
  63.808    97.500
  61.903    97.500
  59.999    97.500
  58.094    97.500
  56.189    97.500
  54.285    97.500
  52.380    97.500
  50.475    97.500
  48.571    97.500
  46.666    97.500
  44.761    97.500
  42.856    97.500
  40.952    97.500
  39.047    97.500
  37.142    97.500
  35.237    97.500
  33.333    97.500
  31.428    97.500
  29.523    97.500
  27.619    97.500
  25.714    97.500
  23.809    97.500
  21.904    97.500
  20.000    97.500
  18.095    97.500
  16.190    97.500
  14.286    97.500
  12.381    97.500
  10.476    97.500
   8.571    97.500
   6.667    97.500
   4.762    97.500
   2.857    97.500
   0.952    97.500
  -0.952    97.500
  -2.857    97.500
  -4.762    97.500
  -6.667    97.500
  -8.571    97.500
 -10.476    97.500
 -12.381    97.500
 -14.286    97.500
 -16.190    97.500
 -18.095    97.500
 -20.000    97.500
 -21.904    97.500
 -23.809    97.500
 -25.714    97.500
 -27.619    97.500
 -29.523    97.500
 -31.428    97.500
 -33.333    97.500
 -35.237    97.500
 -37.142    97.500
 -39.047    97.500
 -40.952    97.500
 -42.856    97.500
 -44.761    97.500
 -46.666    97.500
 -48.571    97.500
 -50.475    97.500
 -52.380    97.500
 -54.285    97.500
 -56.189    97.500
 -58.094    97.500
 -59.999    97.500
 -61.903    97.500
 -63.808    97.500
 -65.713    97.500
 -67.617    97.500
 -69.522    97.500
 -71.426    97.500
 -73.331    97.500
 -75.235    97.500
 -77.139    97.500
 -79.043    97.500
 -80.947    97.500
 -82.851    97.500
 -84.753    97.500
 -86.653    97.500
 -88.542    97.500
  88.542    99.375
  86.653    99.375
  84.753    99.375
  82.851    99.375
  80.947    99.375
  79.043    99.375
  77.139    99.375
  75.235    99.375
  73.331    99.375
  71.426    99.375
  69.522    99.375
  67.617    99.375
  65.713    99.375
  63.808    99.375
  61.903    99.375
  59.999    99.375
  58.094    99.375
  56.189    99.375
  54.285    99.375
  52.380    99.375
  50.475    99.375
  48.571    99.375
  46.666    99.375
  44.761    99.375
  42.856    99.375
  40.952    99.375
  39.047    99.375
  37.142    99.375
  35.237    99.375
  33.333    99.375
  31.428    99.375
  29.523    99.375
  27.619    99.375
  25.714    99.375
  23.809    99.375
  21.904    99.375
  20.000    99.375
  18.095    99.375
  16.190    99.375
  14.286    99.375
  12.381    99.375
  10.476    99.375
   8.571    99.375
   6.667    99.375
   4.762    99.375
   2.857    99.375
   0.952    99.375
  -0.952    99.375
  -2.857    99.375
  -4.762    99.375
  -6.667    99.375
  -8.571    99.375
 -10.476    99.375
 -12.381    99.375
 -14.286    99.375
 -16.190    99.375
 -18.095    99.375
 -20.000    99.375
 -21.904    99.375
 -23.809    99.375
 -25.714    99.375
 -27.619    99.375
 -29.523    99.375
 -31.428    99.375
 -33.333    99.375
 -35.237    99.375
 -37.142    99.375
 -39.047    99.375
 -40.952    99.375
 -42.856    99.375
 -44.761    99.375
 -46.666    99.375
 -48.571    99.375
 -50.475    99.375
 -52.380    99.375
 -54.285    99.375
 -56.189    99.375
 -58.094    99.375
 -59.999    99.375
 -61.903    99.375
 -63.808    99.375
 -65.713    99.375
 -67.617    99.375
 -69.522    99.375
 -71.426    99.375
 -73.331    99.375
 -75.235    99.375
 -77.139    99.375
 -79.043    99.375
 -80.947    99.375
 -82.851    99.375
 -84.753    99.375
 -86.653    99.375
 -88.542    99.375
  88.542   101.250
  86.653   101.250
  84.753   101.250
  82.851   101.250
  80.947   101.250
  79.043   101.250
  77.139   101.250
  75.235   101.250
  73.331   101.250
  71.426   101.250
  69.522   101.250
  67.617   101.250
  65.713   101.250
  63.808   101.250
  61.903   101.250
  59.999   101.250
  58.094   101.250
  56.189   101.250
  54.285   101.250
  52.380   101.250
  50.475   101.250
  48.571   101.250
  46.666   101.250
  44.761   101.250
  42.856   101.250
  40.952   101.250
  39.047   101.250
  37.142   101.250
  35.237   101.250
  33.333   101.250
  31.428   101.250
  29.523   101.250
  27.619   101.250
  25.714   101.250
  23.809   101.250
  21.904   101.250
  20.000   101.250
  18.095   101.250
  16.190   101.250
  14.286   101.250
  12.381   101.250
  10.476   101.250
   8.571   101.250
   6.667   101.250
   4.762   101.250
   2.857   101.250
   0.952   101.250
  -0.952   101.250
  -2.857   101.250
  -4.762   101.250
  -6.667   101.250
  -8.571   101.250
 -10.476   101.250
 -12.381   101.250
 -14.286   101.250
 -16.190   101.250
 -18.095   101.250
 -20.000   101.250
 -21.904   101.250
 -23.809   101.250
 -25.714   101.250
 -27.619   101.250
 -29.523   101.250
 -31.428   101.250
 -33.333   101.250
 -35.237   101.250
 -37.142   101.250
 -39.047   101.250
 -40.952   101.250
 -42.856   101.250
 -44.761   101.250
 -46.666   101.250
 -48.571   101.250
 -50.475   101.250
 -52.380   101.250
 -54.285   101.250
 -56.189   101.250
 -58.094   101.250
 -59.999   101.250
 -61.903   101.250
 -63.808   101.250
 -65.713   101.250
 -67.617   101.250
 -69.522   101.250
 -71.426   101.250
 -73.331   101.250
 -75.235   101.250
 -77.139   101.250
 -79.043   101.250
 -80.947   101.250
 -82.851   101.250
 -84.753   101.250
 -86.653   101.250
 -88.542   101.250
  88.542   103.125
  86.653   103.125
  84.753   103.125
  82.851   103.125
  80.947   103.125
  79.043   103.125
  77.139   103.125
  75.235   103.125
  73.331   103.125
  71.426   103.125
  69.522   103.125
  67.617   103.125
  65.713   103.125
  63.808   103.125
  61.903   103.125
  59.999   103.125
  58.094   103.125
  56.189   103.125
  54.285   103.125
  52.380   103.125
  50.475   103.125
  48.571   103.125
  46.666   103.125
  44.761   103.125
  42.856   103.125
  40.952   103.125
  39.047   103.125
  37.142   103.125
  35.237   103.125
  33.333   103.125
  31.428   103.125
  29.523   103.125
  27.619   103.125
  25.714   103.125
  23.809   103.125
  21.904   103.125
  20.000   103.125
  18.095   103.125
  16.190   103.125
  14.286   103.125
  12.381   103.125
  10.476   103.125
   8.571   103.125
   6.667   103.125
   4.762   103.125
   2.857   103.125
   0.952   103.125
  -0.952   103.125
  -2.857   103.125
  -4.762   103.125
  -6.667   103.125
  -8.571   103.125
 -10.476   103.125
 -12.381   103.125
 -14.286   103.125
 -16.190   103.125
 -18.095   103.125
 -20.000   103.125
